COUNTYNS,GEOID,ALAND,AWATER,NAME,State,B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,B19053_001E,B19053_001M,B19053_002E,B19053_002M,B19053_003E,B19053_003M,B19053_calc_pctSelfempE,B19053_calc_pctSelfempM,Shape__Area,Shape__Length,Update_Field
00161526,01001,1539631461.0,25677536.0,Autauga County,Alabama,69841.0,5512.0,54527.0,8489.0,80670.0,4432.0,85992.0,5525.0,47114.0,3721.0,53861.0,5482.0,,,61375.0,40999.0,,,32394.0,28315.0,93159.0,14232.0,76976.0,6419.0,92728.0,18340.0,22523,431.0,1579,288.0,20944,524.0,7.0,1.2716359314178571,2208587756.703125,249970.19178781885,Yes
00161527,01003,4117725048.0,1132887203.0,Baldwin County,Alabama,75019.0,2751.0,29293.0,7046.0,85201.0,4508.0,88873.0,6864.0,59198.0,2953.0,39015.0,5628.0,62438.0,13503.0,97841.0,27530.0,,,58804.0,18700.0,79085.0,10777.0,81134.0,2798.0,65116.0,16165.0,94642,1316.0,11004,965.0,83638,1509.0,11.6,1.00673276712226,5911174507.650391,537587.2607248242,Yes
00161528,01005,2292160151.0,50523213.0,Barbour County,Alabama,44290.0,2762.0,27025.0,16523.0,45574.0,6052.0,54085.0,10639.0,40305.0,5531.0,28125.0,2586.0,25625.0,11045.0,64196.0,27133.0,,,44243.0,18523.0,28828.0,19295.0,65577.0,6986.0,38500.0,24492.0,9080,315.0,798,172.0,8282,323.0,8.8,1.869575722866702,3257906793.0390625,320882.84790439066,Yes
00161529,01007,1612188713.0,9572302.0,Bibb County,Alabama,51215.0,6678.0,,,59395.0,10881.0,60320.0,14012.0,37938.0,4465.0,25833.0,7759.0,,,,,,,,,,,60817.0,6218.0,,,7571,288.0,515,185.0,7056,367.0,6.8,2.42979536528637,2311977954.53125,227920.06097241538,Yes
00161530,01009,1670259100.0,14860281.0,Blount County,Alabama,61096.0,3328.0,39425.0,15908.0,73482.0,5581.0,70522.0,10399.0,44642.0,3493.0,58036.0,53231.0,60536.0,35040.0,,,,,63971.0,34785.0,44583.0,7085.0,62636.0,3845.0,48777.0,18273.0,21977,403.0,2394,310.0,19583,500.0,10.9,1.396350313529922,2456904210.2929688,292630.2870038815,Yes
00161531,01011,1613083468.0,6030667.0,Bullock County,Alabama,36723.0,6836.0,82719.0,35126.0,42988.0,14909.0,30507.0,9623.0,23854.0,18705.0,30149.0,7651.0,,,,,,,69028.0,33697.0,11227.0,5795.0,65063.0,21521.0,64844.0,28166.0,3453,245.0,244,125.0,3209,234.0,7.1,3.58515223685083,2262904519.984375,249092.7970120357,Yes
00161532,01013,2012002548.0,2701199.0,Butler County,Alabama,44881.0,4130.0,40333.0,17426.0,41630.0,8162.0,55250.0,12802.0,41151.0,4573.0,34870.0,5353.0,,,,,,,,,,,54739.0,8739.0,,,7262,313.0,477,127.0,6785,317.0,6.6,1.7257622285066951,2794760978.6015625,221283.35719042935,Yes
00161533,01015,1569248377.0,16534047.0,Calhoun County,Alabama,55826.0,2168.0,33683.0,15617.0,60761.0,4772.0,62076.0,5251.0,44974.0,2979.0,37484.0,4732.0,,,64219.0,36314.0,,,48261.0,39140.0,42167.0,26735.0,60753.0,2637.0,50375.0,24477.0,45125,708.0,3790,499.0,41335,774.0,8.4,1.0979374171383023,2300852366.6953125,263781.3081981522,Yes
00161534,01017,1545068570.0,16988729.0,Chambers County,Alabama,49295.0,5005.0,,,59444.0,6701.0,59619.0,13671.0,38722.0,4598.0,41660.0,6309.0,,,,,,,,,93250.0,85783.0,57748.0,7047.0,82768.0,25416.0,13419,476.0,937,280.0,12482,502.0,7.0,2.0718405577588226,2222662395.7773438,208606.04135937506,Yes
00161535,01019,1433620850.0,120310807.0,Cherokee County,Alabama,50769.0,4891.0,48375.0,12670.0,63163.0,6626.0,63694.0,7981.0,40837.0,3177.0,49524.0,31975.0,60903.0,30048.0,16058.0,4234.0,,,62744.0,35481.0,44572.0,11579.0,50978.0,4819.0,44693.0,26140.0,10477,416.0,802,201.0,9675,435.0,7.7,1.8942583241657411,2276002215.9882812,237079.59352651253,Yes
00161536,01021,1794438908.0,20592054.0,Chilton County,Alabama,61873.0,2954.0,42474.0,10173.0,69548.0,9983.0,72235.0,11142.0,39259.0,6409.0,35250.0,8396.0,92995.0,1613.0,,,,,50933.0,35830.0,53367.0,13750.0,64232.0,4157.0,62500.0,20324.0,17554,415.0,1479,308.0,16075,509.0,8.4,1.7432428049238975,2578783801.4882812,248625.3232346001,Yes
00161537,01023,2365900084.0,19114321.0,Choctaw County,Alabama,44483.0,4856.0,28233.0,27303.0,54950.0,35951.0,53818.0,3470.0,34474.0,4782.0,30519.0,4466.0,,,,,,,,,31083.0,23460.0,52608.0,4102.0,73221.0,59571.0,5174,261.0,307,110.0,4867,293.0,5.9,2.104839660821004,3327536543.9960938,324953.7811167687,Yes
00161538,01025,3207494083.0,36657889.0,Clarke County,Alabama,49167.0,4873.0,33281.0,7729.0,44023.0,9399.0,57188.0,6167.0,44978.0,9607.0,36368.0,8058.0,,,,,,,,,48750.0,26340.0,63250.0,6760.0,,,8452,367.0,682,190.0,7770,363.0,8.1,2.220515981659763,4492990574.917969,455174.0146751445,Yes
00161539,01027,1564255426.0,5281616.0,Clay County,Alabama,51852.0,3549.0,,,51004.0,5621.0,74529.0,8785.0,37131.0,6034.0,30238.0,11214.0,,,,,,,65976.0,32075.0,,,54106.0,4786.0,72708.0,44616.0,5765,262.0,623,185.0,5142,297.0,10.8,3.1712153403564547,2251227965.3164062,244308.31906843217,Yes
00161540,01029,1450666453.0,2352217.0,Cleburne County,Alabama,53319.0,4481.0,45588.0,8681.0,66369.0,16074.0,88011.0,6663.0,39967.0,5552.0,,,,,,,,,54394.0,39100.0,,,57718.0,6937.0,,,5849,215.0,347,123.0,5502,223.0,5.9,2.091585791729743,2103518737.4726562,264790.9458925411,Yes
00161541,01031,1758565928.0,3907189.0,Coffee County,Alabama,64672.0,3538.0,45106.0,18189.0,70132.0,7095.0,80591.0,4883.0,48142.0,5917.0,34327.0,8875.0,84688.0,46075.0,36875.0,33845.0,,,100329.0,10932.0,71875.0,11193.0,73293.0,3968.0,51940.0,25508.0,20860,435.0,2001,343.0,18859,565.0,9.6,1.6320823254667092,2426766484.71875,203468.71440527908,Yes
00161542,01033,1535740663.0,79162005.0,Colbert County,Alabama,56736.0,4001.0,32462.0,20483.0,68370.0,9890.0,69403.0,8465.0,42586.0,5113.0,34525.0,4002.0,,,154330.0,76224.0,,,26667.0,4711.0,48707.0,5598.0,64018.0,3670.0,47957.0,14295.0,24217,489.0,1728,337.0,22489,558.0,7.1,1.3841052625875339,2394899037.3359375,262716.07300820964,Yes
00161543,01035,2202213383.0,6426488.0,Conecuh County,Alabama,42266.0,4545.0,2499.0,,49875.0,11944.0,46166.0,6786.0,37279.0,7551.0,37548.0,4723.0,,,,,,,,,49792.0,13672.0,54794.0,5450.0,,,4528,265.0,270,105.0,4258,269.0,6.0,2.292495053351875,3042810006.2070312,309795.32434416196,Yes
00161544,01037,1685846963.0,39991153.0,Coosa County,Alabama,57063.0,5500.0,,,61344.0,17596.0,67555.0,5362.0,49405.0,7401.0,41633.0,11360.0,,,,,,,,,64688.0,49703.0,65045.0,9092.0,,,4201,203.0,295,116.0,3906,217.0,7.0,2.740318776573764,2456907531.8515625,209661.84835637733,Yes
00161545,01039,2669165560.0,34194851.0,Covington County,Alabama,50886.0,4230.0,28819.0,12621.0,59486.0,10362.0,64444.0,7506.0,37188.0,5035.0,31438.0,6381.0,31750.0,1454.0,,,,,51544.0,10672.0,61875.0,28568.0,55536.0,5596.0,49297.0,2681.0,14495,307.0,1106,200.0,13389,339.0,7.6,1.3702895038103784,3710244590.8671875,288483.99345659383,Yes
00161546,01041,1576952763.0,5388562.0,Crenshaw County,Alabama,49040.0,4592.0,35068.0,32542.0,63750.0,10564.0,48925.0,4420.0,37202.0,5504.0,29052.0,8713.0,,,,,,,,,58555.0,6455.0,57857.0,8480.0,51037.0,11256.0,5075,176.0,523,121.0,4552,212.0,10.3,2.357298439083209,2194020409.7070312,286131.19301435165,Yes
00161547,01043,1902965941.0,52529994.0,Cullman County,Alabama,60916.0,2736.0,49974.0,10664.0,72998.0,3643.0,70597.0,5358.0,41574.0,2060.0,73255.0,10563.0,51721.0,8601.0,65550.0,5489.0,,,54167.0,37636.0,70491.0,21758.0,60706.0,2714.0,62069.0,24634.0,34543,607.0,4437,548.0,30106,734.0,12.8,1.570289374239497,2861200514.4960938,295392.6613142471,Yes
00161548,01045,1453276164.0,4051341.0,Dale County,Alabama,53955.0,2136.0,37861.0,7403.0,59656.0,8716.0,59340.0,5313.0,47486.0,3877.0,34447.0,4116.0,50500.0,31529.0,37386.0,11150.0,,,,,66912.0,11510.0,60825.0,3593.0,61458.0,30028.0,19769,356.0,1409,268.0,18360,420.0,7.1,1.3495683768509,2007843657.1054688,200998.09964065687,Yes
00161549,01047,2534919602.0,39124772.0,Dallas County,Alabama,36810.0,3543.0,13353.0,11016.0,36316.0,17626.0,42068.0,7428.0,31493.0,3153.0,29631.0,2559.0,21912.0,15257.0,,,,,,,38322.0,3846.0,63039.0,6138.0,2499.0,,15416,426.0,1488,262.0,13928,468.0,9.7,1.6784720020639585,3615260196.78125,375473.7302919736,Yes
00161550,01049,2012620262.0,4107136.0,DeKalb County,Alabama,51149.0,2343.0,36609.0,9965.0,60271.0,5623.0,57892.0,3640.0,36975.0,6580.0,26438.0,23519.0,52664.0,5297.0,,,,,42738.0,10710.0,43819.0,10306.0,52448.0,2546.0,44345.0,7090.0,25946,462.0,3577,409.0,22369,591.0,13.8,1.5571193184730696,2973711650.0625,274855.55295298196,Yes
00161551,01051,1601948960.0,99777799.0,Elmore County,Alabama,75553.0,3115.0,41360.0,9899.0,75849.0,4335.0,92777.0,6336.0,62021.0,4123.0,46714.0,8026.0,83000.0,20581.0,70313.0,55662.0,,,112054.0,58419.0,46071.0,13273.0,84413.0,3641.0,62873.0,24057.0,32529,559.0,2524,408.0,30005,718.0,7.8,1.2471576719585533,2404342396.28125,273321.8906547117,Yes
00161552,01053,2448595164.0,20024887.0,Escambia County,Alabama,44447.0,3904.0,58380.0,12470.0,44020.0,6651.0,48098.0,5520.0,41102.0,7443.0,32453.0,4556.0,66667.0,15898.0,,,,,23858.0,23034.0,39286.0,16320.0,52071.0,5858.0,,,12781,438.0,951,238.0,11830,503.0,7.4,1.8445979598568902,3379387358.9101562,290489.6628973206,Yes
00161553,01055,1385916764.0,35022972.0,Etowah County,Alabama,53070.0,1864.0,33561.0,8660.0,57088.0,4740.0,63048.0,4136.0,43377.0,1836.0,35958.0,2456.0,70288.0,46253.0,122870.0,56798.0,,,51667.0,16463.0,39036.0,9576.0,57221.0,2720.0,53039.0,3244.0,39160,581.0,4125,539.0,35035,852.0,10.5,1.367503060659526,2074840408.5507812,252677.6270922274,Yes
00161554,01057,1625693253.0,4330881.0,Fayette County,Alabama,50733.0,5743.0,47813.0,29201.0,59970.0,18954.0,66431.0,9621.0,34450.0,4625.0,,,,,,,,,,,,,54867.0,8154.0,,,6051,253.0,554,142.0,5497,290.0,9.2,2.315287039430129,2362301126.2460938,222371.1386510553,Yes
00161555,01059,1641945980.0,32539346.0,Franklin County,Alabama,51493.0,5249.0,48750.0,25608.0,69736.0,4769.0,50000.0,11941.0,38352.0,6705.0,,,56484.0,27576.0,,,,,39948.0,13956.0,59130.0,28269.0,53911.0,5845.0,44806.0,8178.0,11593,368.0,1467,332.0,10126,467.0,12.7,2.8354863108331028,2467990401.7109375,210530.79166779842,Yes
00161556,01061,1487908432.0,11567409.0,Geneva County,Alabama,50951.0,4889.0,33194.0,32061.0,59884.0,8811.0,65718.0,8919.0,41327.0,3304.0,28144.0,7282.0,,,81354.0,734.0,,,29648.0,17824.0,34375.0,10450.0,57711.0,4335.0,39038.0,22016.0,10550,270.0,1005,228.0,9545,342.0,9.5,2.1473423120457986,2051355981.8007812,212054.23260813093,Yes
00161557,01063,1675782054.0,33416150.0,Greene County,Alabama,31495.0,4589.0,,,27341.0,6872.0,36010.0,5345.0,29327.0,13980.0,26201.0,3548.0,,,,,,,,,,,66932.0,31862.0,,,3037,199.0,280,129.0,2757,211.0,9.2,4.204432917589218,2428713174.9804688,429975.2631836999,Yes
00161558,01065,1667926667.0,32403804.0,Hale County,Alabama,41325.0,5403.0,,,52718.0,12109.0,47727.0,15454.0,28085.0,5212.0,27120.0,7934.0,,,,,,,,,,,67734.0,9311.0,,,5541,253.0,293,114.0,5248,263.0,5.3,2.0431742774716315,2411244645.8515625,299733.019950393,Yes
00161559,01067,1455293386.0,16620066.0,Henry County,Alabama,60135.0,6853.0,95230.0,68301.0,71349.0,7661.0,74036.0,9626.0,37227.0,3400.0,29886.0,9319.0,,,160000.0,77182.0,,,,,,,68970.0,4655.0,,,6684,311.0,498,133.0,6186,302.0,7.5,1.9593950319391895,2031500362.6386719,199590.21086024249,Yes
00161560,01069,1501742235.0,4795415.0,Houston County,Alabama,57531.0,1310.0,37159.0,4526.0,59371.0,1608.0,69852.0,3759.0,47104.0,2380.0,36483.0,2245.0,55000.0,52094.0,111250.0,24359.0,,,60920.0,14611.0,54565.0,10682.0,66829.0,1676.0,56591.0,15864.0,42581,402.0,3879,309.0,38702,462.0,9.1,0.720561441351334,2063524545.1132812,246322.91656386224,Yes
00161561,01071,2792044644.0,126334711.0,Jackson County,Alabama,49454.0,2597.0,47250.0,11389.0,51480.0,9083.0,57975.0,7536.0,42868.0,3631.0,38555.0,10277.0,58750.0,42020.0,53056.0,29990.0,,,27467.0,17242.0,41235.0,8570.0,50986.0,3039.0,29891.0,10370.0,21186,427.0,1553,264.0,19633,464.0,7.3,1.2373166619934344,4336180086.546875,321762.7170950699,Yes
00161562,01073,2878876058.0,32657853.0,Jefferson County,Alabama,64589.0,1226.0,31827.0,2574.0,70336.0,2191.0,77908.0,3394.0,50883.0,1866.0,45810.0,1809.0,41905.0,16243.0,86549.0,8549.0,47151.0,24985.0,50202.0,3888.0,59633.0,7539.0,85180.0,2464.0,50441.0,3402.0,268911,1573.0,22210,1170.0,246701,1939.0,8.3,0.4323975344014485,4203366090.0585938,349978.44141189463,Yes
00161563,01075,1566544672.0,1600679.0,Lamar County,Alabama,47447.0,5429.0,61042.0,17003.0,63919.0,4943.0,60698.0,12830.0,35360.0,7366.0,23867.0,10549.0,,,,,,,,,,,53031.0,6847.0,,,4987,255.0,302,137.0,4685,254.0,6.1,2.7296355749826033,2275683924.40625,206364.68754094513,Yes
00161564,01077,1730157475.0,133597557.0,Lauderdale County,Alabama,59082.0,3460.0,24517.0,4207.0,65665.0,7662.0,76440.0,7677.0,48680.0,3114.0,33945.0,8309.0,53750.0,11801.0,50491.0,39855.0,,,67540.0,14959.0,50470.0,7800.0,63331.0,5289.0,62054.0,12784.0,38777,507.0,3105,383.0,35672,631.0,8.0,0.9821345647923195,2777329127.7539062,282882.83271297347,Yes
00161565,01079,1788864400.0,68682236.0,Lawrence County,Alabama,60040.0,5520.0,47149.0,13844.0,76550.0,9136.0,67969.0,7157.0,44627.0,6859.0,41875.0,7416.0,99250.0,25955.0,121382.0,2004.0,,,44333.0,23699.0,54632.0,22306.0,62788.0,6570.0,53750.0,10710.0,13145,324.0,1134,223.0,12011,383.0,8.6,1.683083788648287,2743021922.5859375,238127.79983634947,Yes
00161566,01081,1573532974.0,21510597.0,Lee County,Alabama,61123.0,3017.0,12044.0,2982.0,65257.0,4943.0,81667.0,7503.0,56215.0,4616.0,42878.0,3357.0,85543.0,21403.0,90536.0,22916.0,,,37865.0,18865.0,58104.0,22127.0,70334.0,4323.0,44912.0,10027.0,67944,759.0,5813,580.0,62131,912.0,8.6,0.8482770700691757,2253833613.1367188,241936.3419849462,Yes
00161567,01083,1459209232.0,113398272.0,Limestone County,Alabama,83534.0,2861.0,42261.0,11809.0,93304.0,5593.0,102341.0,5946.0,53103.0,3510.0,62520.0,12903.0,55541.0,4318.0,147039.0,89617.0,,,50259.0,26563.0,82821.0,17502.0,87411.0,4286.0,53542.0,17104.0,40021,619.0,4278,647.0,35743,873.0,10.7,1.608174987850731,2338327052.8007812,207527.3346411958,Yes
00161568,01085,1854651875.0,23271196.0,Lowndes County,Alabama,35160.0,4823.0,,,27040.0,7418.0,45833.0,7421.0,26951.0,9495.0,26819.0,2480.0,,,,,,,,,,,80476.0,28316.0,,,4161,161.0,270,110.0,3891,193.0,6.5,2.6316458896466606,2627716273.9414062,283872.0066553909,Yes
00161569,01087,1576435599.0,11765503.0,Macon County,Alabama,45951.0,4468.0,,,45071.0,9498.0,51125.0,7040.0,45377.0,5075.0,40838.0,4184.0,,,,,,,18750.0,15809.0,78438.0,29586.0,80313.0,14709.0,,,7151,243.0,621,185.0,6530,307.0,8.7,2.5701652860497837,2233558439.1328125,249787.0789300872,Yes
00161570,01089,2076138753.0,28783868.0,Madison County,Alabama,83528.0,1460.0,35554.0,5392.0,88422.0,3698.0,103998.0,4574.0,64177.0,2278.0,55769.0,3392.0,89688.0,23677.0,109926.0,16759.0,,,43977.0,12518.0,78085.0,8295.0,96685.0,2478.0,58943.0,7042.0,162469,1068.0,15602,1242.0,146867,1641.0,9.6,0.7618426748452368,3126309078.4179688,296070.746787296,Yes
00161572,01091,2530155124.0,14951685.0,Marengo County,Alabama,44205.0,5009.0,36250.0,17635.0,40689.0,17126.0,57713.0,16300.0,40863.0,6383.0,28911.0,6097.0,,,,,,,2499.0,,,,77348.0,9651.0,18856.0,18683.0,7615,294.0,470,147.0,7145,337.0,6.2,1.9156367557731457,3568505100.4921875,316844.2924839904,Yes
00161573,01093,1922657200.0,3183480.0,Marion County,Alabama,50714.0,4617.0,38438.0,17920.0,70039.0,13348.0,56571.0,6485.0,33977.0,7260.0,27344.0,15305.0,11349.0,195.0,,,,,,,64107.0,60667.0,52060.0,5001.0,58343.0,18814.0,10874,374.0,929,169.0,9945,370.0,8.5,1.5261358384193624,2818112634.8789062,229609.41301109508,Yes
00161574,01095,1465531837.0,148497637.0,Marshall County,Alabama,60946.0,2309.0,43297.0,5312.0,68401.0,5610.0,71655.0,3721.0,47965.0,3762.0,39773.0,12774.0,68526.0,53475.0,105795.0,53461.0,,,53765.0,9934.0,52774.0,10613.0,62557.0,3453.0,54877.0,6759.0,35963,451.0,3821,466.0,32142,620.0,10.6,1.2889074898653559,2374686949.75,273860.4364059246,Yes
00161575,01097,3184064132.0,1074011164.0,Mobile County,Alabama,58119.0,1304.0,31380.0,3234.0,61862.0,3132.0,68790.0,2623.0,47721.0,2049.0,40950.0,1911.0,53438.0,21364.0,71141.0,12223.0,2499.0,,55180.0,7470.0,59025.0,9040.0,71590.0,2017.0,58940.0,8028.0,160507,1367.0,12341,781.0,148166,1548.0,7.7,0.4821566988418968,4467024268.626953,446559.52242916287,Yes
00161576,01099,2656469672.0,22609681.0,Monroe County,Alabama,40225.0,7307.0,23939.0,8898.0,51806.0,21598.0,52077.0,9767.0,35154.0,4662.0,29049.0,3547.0,35583.0,22119.0,58000.0,22220.0,,,,,,,59211.0,6222.0,,,7396,287.0,366,117.0,7030,298.0,4.9,1.5702377354913883,3702031810.4921875,338515.2246060353,Yes
00161577,01101,2034059353.0,37703222.0,Montgomery County,Alabama,58153.0,2052.0,36238.0,4502.0,57089.0,3328.0,67703.0,3827.0,54760.0,4824.0,47228.0,2405.0,52321.0,32600.0,110036.0,14941.0,,,44044.0,24676.0,49542.0,13085.0,80604.0,4489.0,58857.0,13974.0,90785,985.0,7628,858.0,83157,1145.0,8.4,0.9406829975451286,2903090685.75,314570.8534046925,Yes
00161578,01103,1501335553.0,50196370.0,Morgan County,Alabama,64858.0,2399.0,39252.0,12979.0,74693.0,6583.0,79033.0,7075.0,47557.0,4040.0,40450.0,5440.0,,,,,,,61292.0,14170.0,68438.0,20024.0,69439.0,2758.0,65676.0,7598.0,48752,501.0,4621,556.0,44131,766.0,9.5,1.1362986868493588,2287413779.421875,219763.84624778066,Yes
00161579,01105,1863936201.0,10902207.0,Perry County,Alabama,34368.0,4794.0,,,32000.0,13856.0,34929.0,12646.0,35871.0,6225.0,32791.0,3592.0,,,,,,,,,,,51667.0,13476.0,,,3195,195.0,225,149.0,2970,213.0,7.0,4.643688143304749,2651390391.5898438,263849.82082667184,Yes
00161580,01107,2282835044.0,22621093.0,Pickens County,Alabama,47014.0,3955.0,,,45735.0,19924.0,56895.0,11908.0,38257.0,6250.0,31633.0,3510.0,,,,,,,73250.0,43769.0,17266.0,3097.0,64017.0,8109.0,,,6946,228.0,597,148.0,6349,251.0,8.6,2.1119624763026534,3307673719.3046875,273481.37071696424,Yes
00161581,01109,1740645369.0,2339145.0,Pike County,Alabama,47961.0,3371.0,21120.0,8460.0,47641.0,10427.0,62145.0,8652.0,48671.0,5819.0,36618.0,2785.0,108667.0,860.0,2499.0,,,,,,34201.0,18452.0,59443.0,5628.0,41326.0,15367.0,12605,376.0,1277,217.0,11328,401.0,10.1,1.694807520639436,2420437516.0976562,268538.6599360956,Yes
00161582,01111,1503618354.0,9283013.0,Randolph County,Alabama,51551.0,7179.0,54609.0,18890.0,66818.0,10732.0,58831.0,9539.0,38069.0,7331.0,41580.0,10156.0,,,,,,,,,36406.0,12048.0,59612.0,4690.0,,,9127,361.0,672,153.0,8455,355.0,7.4,1.6508553821953933,2171211717.4140625,193440.0740401527,Yes
00161583,01113,1660652495.0,15564412.0,Russell County,Alabama,50046.0,3409.0,24800.0,16794.0,60342.0,8322.0,54393.0,4537.0,30235.0,4286.0,43364.0,8239.0,,,219792.0,218820.0,,,,,33672.0,24247.0,58608.0,6929.0,45690.0,25358.0,23784,515.0,1901,455.0,21883,690.0,8.0,1.9052061334504855,2352312051.4257812,253445.97150481195,Yes
00164997,01115,1635759668.0,56431801.0,St. Clair County,Alabama,78993.0,3859.0,71752.0,5018.0,91973.0,7113.0,92961.0,6104.0,49879.0,4996.0,59743.0,5061.0,206613.0,44689.0,54361.0,34712.0,,,64718.0,23165.0,93603.0,22164.0,81042.0,3296.0,78000.0,13017.0,34477,523.0,3319,530.0,31158,700.0,9.6,1.5303047704345771,2452093491.3515625,299822.764145544,Yes
00161584,01117,2034281696.0,62286215.0,Shelby County,Alabama,93543.0,3051.0,55723.0,8100.0,98332.0,5471.0,118673.0,2837.0,66801.0,3488.0,73126.0,1592.0,134250.0,40140.0,104961.0,28402.0,,,64702.0,9047.0,107434.0,18142.0,100107.0,3926.0,71927.0,9687.0,85414,684.0,9264,770.0,76150,1064.0,10.8,0.8972977099930812,3006837243.7109375,302653.7286881427,Yes
00161585,01119,2340898915.0,24634880.0,Sumter County,Alabama,37981.0,5607.0,19464.0,8022.0,41238.0,12575.0,35234.0,9301.0,40528.0,5939.0,31346.0,4872.0,,,,,,,,,56795.0,55874.0,59413.0,18485.0,,,4765,221.0,370,131.0,4395,252.0,7.8,2.725522566058786,3341843976.390625,370364.7088430151,Yes
00161586,01121,1908347265.0,60873716.0,Talladega County,Alabama,56249.0,2242.0,46900.0,21989.0,59109.0,4355.0,59544.0,3287.0,43765.0,5958.0,43750.0,5937.0,,,42045.0,31051.0,,,58750.0,35777.0,51024.0,4835.0,61660.0,2813.0,56991.0,20994.0,32889,523.0,2125,339.0,30764,524.0,6.5,1.0256061566216919,2831655045.0976562,328321.9128722854,Yes
00161587,01123,1855797991.0,128790986.0,Tallapoosa County,Alabama,57185.0,2897.0,46111.0,35695.0,56685.0,4188.0,70051.0,4765.0,42833.0,5006.0,31188.0,4816.0,,,56711.0,42482.0,,,68304.0,19699.0,46094.0,26758.0,64155.0,4355.0,41161.0,32612.0,16548,421.0,1432,244.0,15116,444.0,8.7,1.4579698751537067,2820620541.3398438,267238.8974978939,Yes
00161588,01125,3420980038.0,78703449.0,Tuscaloosa County,Alabama,63947.0,2475.0,22001.0,4437.0,69726.0,3177.0,82516.0,3836.0,51628.0,4605.0,45591.0,2904.0,41667.0,27491.0,58854.0,23754.0,,,53295.0,24284.0,75028.0,16220.0,77176.0,3714.0,71250.0,13249.0,87289,1121.0,6798,761.0,80491,1288.0,7.8,0.8660606677357814,5022048937.582031,349027.3367071326,Yes
00161589,01127,2048757782.0,36683003.0,Walker County,Alabama,54509.0,4141.0,31250.0,15795.0,72696.0,6353.0,62955.0,6118.0,37896.0,3809.0,33321.0,10734.0,,,125774.0,44135.0,,,39243.0,18971.0,32426.0,23253.0,56274.0,3594.0,30202.0,13913.0,24843,544.0,1628,310.0,23215,579.0,6.6,1.239558024541723,3028059199.1328125,288090.55468941847,Yes
00161590,01129,2797848586.0,21524393.0,Washington County,Alabama,60503.0,6667.0,,,82072.0,36206.0,87143.0,18748.0,38728.0,8367.0,27727.0,7640.0,148479.0,17427.0,,,,,,,,,69322.0,16393.0,,,5678,329.0,420,162.0,5258,342.0,7.4,2.820740760615955,3882445490.8125,315920.4251909539,Yes
00161591,01131,2299540558.0,50592191.0,Wilcox County,Alabama,42236.0,4455.0,,,39167.0,27042.0,44375.0,10523.0,42057.0,4874.0,30153.0,15834.0,,,,,,,,,37022.0,29720.0,61844.0,6648.0,,,3693,200.0,208,74.0,3485,210.0,5.6,1.9804389040988581,3276690397.8710938,319240.88317912724,Yes
00161592,01133,1587657467.0,48873867.0,Winston County,Alabama,48032.0,6325.0,43350.0,6584.0,50489.0,10879.0,64837.0,9009.0,37691.0,4582.0,,,62750.0,57718.0,61719.0,46947.0,,,,,48750.0,36616.0,47080.0,6125.0,63485.0,21586.0,9328,300.0,938,193.0,8390,323.0,10.1,2.0436079167519545,2395469868.1171875,202009.43204284375,Yes
01419964,02013,18094314940.0,20797208728.0,Aleutians East Borough,Alaska,72692.0,19158.0,58209.0,9933.0,63750.0,5546.0,97400.0,17924.0,58693.0,16664.0,,,52237.0,3458.0,96726.0,18852.0,44167.0,19906.0,137778.0,44231.0,87292.0,61651.0,98250.0,23314.0,81818.0,28587.0,998,92.0,266,49.0,732,96.0,26.7,4.250810538525716,57224898703.74219,7242527.221620553,Yes
01419965,02016,11377885026.0,25183635754.0,Aleutians West Census Area,Alaska,107344.0,14494.0,101250.0,75850.0,120625.0,27607.0,117500.0,24023.0,71183.0,3969.0,49583.0,47026.0,72500.0,33481.0,96484.0,20745.0,166250.0,46149.0,96250.0,74452.0,163750.0,43741.0,143021.0,16569.0,115000.0,22980.0,977,190.0,88,39.0,889,167.0,9.0,3.586960457859767,32097233159.554688,7433742.732851011,Yes
01416061,02020,4421121090.0,620772451.0,Anchorage Municipality,Alaska,98152.0,2660.0,48991.0,16340.0,101579.0,3358.0,122253.0,5390.0,76950.0,5493.0,76135.0,7869.0,63109.0,9233.0,96372.0,9314.0,74146.0,4945.0,84172.0,17316.0,92308.0,8000.0,108436.0,3712.0,75957.0,7265.0,107868,4224.0,13113,1046.0,94755,3735.0,12.2,0.844815988864281,19222870478.21875,695999.7898593411,Yes
01419966,02050,105253430580.0,12735049150.0,Bethel Census Area,Alaska,70616.0,4453.0,63095.0,42511.0,72006.0,4610.0,74519.0,11580.0,56875.0,12522.0,110833.0,3011.0,57622.0,6283.0,67188.0,38776.0,,,,,131250.0,67828.0,167500.0,27166.0,111917.0,12251.0,4661,97.0,411,91.0,4250,121.0,8.8,1.9437274115209666,463855357375.3281,6309531.471609387,Yes
